"","Alpha.3.code","exposure_scaled","sensitivity_scaled","adaptive_capacity_scaled","adaptive_capacity_inverse_scaled","index_mean_scaled","crit_1_1","crit_1_1_A","crit_1_1_B","crit_1_2","crit_2_1","crit_2_1_A","crit_2_1_B","crit_2_1_C","crit_2_1_D","crit_2_2","crit_2_2_A","crit_2_2_B","crit_2_2_C","crit_3_1","crit_3_2","crit_3_2_A","crit_3_2_B","crit_3_2_C","crit_3_2_D","crit_3_2_E","crit_3_2_F","crit_3_1_inverse","crit_3_2_inverse","crit_3_2_A_inverse","crit_3_2_B_inverse","crit_3_2_C_inverse","crit_3_2_D_inverse","crit_3_2_E_inverse","crit_3_2_F_inverse","cfa_vulnerability_score","cfa_mean_vulnerability","SIFI_Index","Continent","country"
"15","BRN",0.287834154466917,0.532914757150998,0.697269201134921,0.20186211009296,0.448916499376687,0.123818194805337,0.00609068851103801,0.161469882551014,0.394793764586197,0.0799732291262916,0.000256921107153625,0.00000355139661900584,0.495190161622369,0.154884705286196,0.745395110870067,0.617310543995584,0.663765783094836,0.609055615585013,0.773694390715667,0.689008341444788,0.638209080415363,0.846445807584849,0.925102410266951,0.693732955628921,0.689520829746764,0.341038965025877,0.226305609284333,0.310991658555212,0.361790919584637,0.153554192415151,0.074897589733049,0.306267044371079,0.310479170253236,0.658961034974123,-0.0563610272183962,-0.0563610272183962,0.445962986628309,"Asia","Brunei"
"16","CAN",0.113562111316305,0.544588765538949,0.946738911497009,0.0347596917319788,0.279967274427977,0.00638153996317294,0.00380044934963046,0.00720702604440752,0.224418675099032,0.215792419204585,0.00902946154530357,0.0168016574045167,0.717747634462622,0.3758760478253,0.626373465561997,0.642729915955623,0.792386640855982,0.194216427572802,0.947775628626693,0.92966636711162,0.921004902867205,0.958607741113157,0.878896112613221,0.918911411773625,0.954734073484993,0.945843960817521,0.052224371373307,0.07033363288838,0.078995097132795,0.041392258886843,0.121103887386779,0.081088588226375,0.045265926515007,0.054156039182479,-0.0571885864758586,-0.0571885864758586,0.443972594471376,"Americas","Canada"
"17","CHL",0.316626655380598,0.53241869802741,0.789934901563607,0.153206435477082,0.439030376185644,0.0495351659698569,0.00867155627823119,0.0626041922382306,0.516627850732737,0.265918775400088,0.0275956395210395,0.0263775141063088,0.801286320187952,0.437331754080178,0.558735793022681,0.757924572185867,0.193002195107269,0.530199271255283,0.788684719535784,0.788192315688691,0.695074864917393,0.805617754248908,0.754348260488937,0.844983125067488,0.802483961793138,0.82664592761628,0.211315280464216,0.211807684311309,0.304925135082607,0.194382245751092,0.245651739511063,0.155016874932512,0.197516038206862,0.17335407238372,-0.00117433816008006,-0.00117433816008006,0.578694452173865,"Americas","Chile"
"18","CHN",1,1,0.454133857642028,0.405515050343512,1,1,1,1,0.694759840308419,1,1,1,0.828107665756226,1,0.497449857974772,0.613944148045467,0.392736618028094,0.340156186006461,0.569148936170213,0.468044921270122,0.35847001587078,0.658719638250087,0.603311437687418,0.505294179813951,0.49649665110299,0.185977604895507,0.430851063829787,0.531955078729878,0.64152998412922,0.341280361749913,0.396688562312582,0.494705820186049,0.50350334889701,0.814022395104493,0.106033518485786,0.106033518485786,0.836543875167276,"Asia","China"
"19","CIV",0.46467160267253,0.619879371001144,0.356771349860097,0.688046132623648,0.77313171480511,0.215408375172842,0.0446045189085401,0.270034975737577,0.595252116563142,0.261305141475092,0.00455641557784497,0.011474885330246,0.723801599258164,0.536822836855612,0.689195196548674,0.578152754445225,0.467604870588976,0.721229665480467,0.138781431334623,0.427052619536156,0.298708148390615,0.405142524228042,0.455837088119705,0.492495835831834,0.408672422369224,0.501459698277516,0.861218568665377,0.572947380463844,0.701291851609385,0.594857475771958,0.544162911880295,0.507504164168166,0.591327577630776,0.498540301722484,0.0984312768286338,0.0984312768286338,0.818259453800396,"Africa","Côte d’Ivoire"
"20","CMR",0.446313701428198,0.660964726237529,0.237749759012766,0.717012298350573,0.793039275602332,0.163730623853338,0.109751946263177,0.180994119679612,0.616611639646861,0.252556286015966,0.0025611585403133,0.0152732654413918,0.755024489400384,0.47357827821768,0.75706111540618,0.640802262378686,0.614803030468075,0.660089074399107,0.231624758220503,0.29252847514549,0.128052882667172,0.349681941525456,0.357949796411866,0.352660495656629,0.292492100255259,0.274333634356556,0.768375241779497,0.70747152485451,0.871947117332828,0.650318058474544,0.642050203588134,0.647339504343371,0.707507899744741,0.725666365643444,0.0917013009024844,0.0917013009024844,0.802072949717497,"Africa","Cameroon"
"21","COD",0.516754936584857,0.506598487417055,0.0723839911096165,0.978774509133268,0.859527453788927,0.126544740077358,0.0105395237144378,0.163645603935356,0.770131815467774,0.213856093063703,0.00045482384734941,0.000485895628327618,0.723801599258164,0.38802441230848,0.573646185477926,0.633835935449787,0.160583098007626,0.719378497826408,0.0454545454545454,0.14892737641364,0.0352962899723475,0.166905846897705,0.195047379190656,0.197659105686014,0.128803069893893,0.169852566841226,0.954545454545455,0.85107262358636,0.964703710027653,0.833094153102295,0.804952620809344,0.802340894313986,0.871196930106107,0.830147433158774,0.109738201575111,0.109738201575111,0.845454140019519,"Africa","Congo - Kinshasa"
"22","COG",0.59204883506637,0.630277339059841,0.230595966875316,0.690445902848971,0.826497637536293,0.418187181254292,0.0241619538040879,0.544204586148504,0.602837880612025,0.21655788466303,0.00287738148672534,0.00220218875802172,0.723801599258164,0.39321754931161,0.748903924021113,0.717135781608098,0.426275492619478,0.754409142357473,0.287234042553191,0.275103979677414,0.0732201369802293,0.248608184054452,0.563312124310461,0.223380454485929,0.287482868688249,0.254620109545165,0.712765957446809,0.724896020322586,0.926779863019771,0.751391815945548,0.436687875689539,0.776619545514071,0.712517131311751,0.745379890454835,0.033209811950823,0.033209811950823,0.661392992594289,"Africa","Congo - Brazzaville"
"23","COL",0.257736142500026,0.497545811239918,0.488897509644885,0.364939576851293,0.495408108160658,0.0363947330162832,0.00098477431638866,0.0477195690722077,0.432510106584675,0.210059610786141,0.00502018978246189,0.0151082869257271,0.705768820550671,0.373756384575518,0.564416916160796,0.549415965017008,0.28471162444138,0.659446865447478,0.612185686653772,0.503472678420447,0.350536278148603,0.522604843357321,0.481760144965491,0.611623393779824,0.448582622815155,0.605728787456285,0.387814313346228,0.496527321579553,0.649463721851397,0.477395156642679,0.518239855034509,0.388376606220176,0.551417377184845,0.394271212543715,-0.0043584897047998,-0.0043584897047998,0.571036136223742,"Americas","Colombia"
"24","COM",0.158556942069761,0.647493682208166,0.27471160307671,0.705308002039104,0.668161452538012,0.00127224957512664,0,0.00167914126293229,0.30383730673789,0.191207727225072,0.000444692999039793,0.000700270842420335,0.726831346631936,0.306562968414936,0.79902640345877,0.60930852982651,0.678961230670245,0.719378497826408,0.208413926499033,0.332445911902919,0.215481315310254,0.14649012591877,0.616030997509231,0.279626476987371,0.292163123310828,0.44488343238106,0.791586073500967,0.667554088097081,0.784518684689746,0.85350987408123,0.383969002490769,0.720373523012629,0.707836876689172,0.55511656761894,0.0718809375311641,0.0718809375311641,0.754402289947696,"Africa","Comoros"
"25","CPV",0.0635663003059578,0.491043177672283,0.630771804660349,0.364155949021139,0.397777131423031,0.000474241806058659,0.00185020051966035,0.000034181794034234,0.147757471068955,0.154998160686563,0.000207698032259487,0.000118164651141467,0.723801599258164,0.18534397964274,0.610121830369116,0.562716389091322,0.597041849185585,0.43396433660712,0.447775628626693,0.669427488412186,0.631104316217493,0.62050346208241,0.825208594759922,0.480910694962333,0.646820435508786,0.812017426942175,0.552224371373307,0.330572511587814,0.368895683782507,0.37949653791759,0.174791405240078,0.519089305037667,0.353179564491214,0.187982573057825,-0.00633992876748138,-0.00633992876748138,0.566270506772752,"Africa","Cape Verde"
"26","CRI",0.227847995516518,0.392683316118058,0.680427280716332,0.234882478417075,0.36567786355681,0.0294566126148131,0.00142456657108114,0.0384218398393887,0.390087700979913,0.189596402946456,0.00121845016549951,0.00277267219672929,0.698406021103898,0.326576621609504,0.433995149620575,0.537094600383028,0.148871127859522,0.521829944458404,0.700193423597679,0.687919867597386,0.574330724398433,0.634771375729673,0.76781412674093,0.64645649391974,0.654544423852408,0.849602060943132,0.299806576402321,0.312080132402614,0.425669275601567,0.365228624270327,0.23218587325907,0.35354350608026,0.345455576147592,0.150397939056868,-0.0369971895968637,-0.0369971895968637,0.492535640105967,"Americas","Costa Rica"
"27","CUB",0.0509005721321176,0.307262857727843,0.427604338692377,0.381601900925995,0.305199806148914,0.00769891706356941,0.000046857603423427,0.0101462037043357,0.119615239254403,0.123520088516724,0.000404626903679946,0.00168142487198022,0.50690357348509,0.291756559847622,0.377161326724758,0.316151766512329,0.394795875117046,0.372314365211386,0.651353965183753,0.431723708178119,0.472998638485868,0.48397174567037,0.804323920582362,0.201811097249696,0.440093182254853,0.187143664825564,0.348646034816247,0.568276291821881,0.527001361514132,0.51602825432963,0.195676079417638,0.798188902750304,0.559906817745147,0.812856335174436,-0.0920434138217699,-0.0920434138217699,0.360142011519182,"Americas","Cuba"
"28","CYP",0.0882179518870556,0.527137151071538,0.752253884490546,0.150509909305595,0.319068690600019,0.0165623519607796,0.00950235600779826,0.0188202844650399,0.172381770741339,0.195032127262022,0.000200409642843257,0.00019952391914051,0.51733575460839,0.530013067862572,0.622022907350333,0.471778437188708,0.737558759223248,0.410462891274126,0.840909090909091,0.742448148615333,0.597465553640011,0.766132611782771,0.780332783301327,0.770042112663436,0.718379054391087,0.822336775913367,0.159090909090909,0.257551851384667,0.402534446359989,0.233867388217229,0.219667216698673,0.229957887336564,0.281620945608913,0.177663224086633,-0.0597219236858681,-0.0597219236858681,0.437879575188224,"Asia","Cyprus"
"29","DEU",0.337252326140867,0.26297013300029,0.927409410284176,0.0340416561771284,0.24775862764978,0.156156044026772,0.156386845152161,0.156082229060516,0.444070441331808,0.0537130411626325,0.00334761341600696,0.0037457548703369,0.552539285902761,0,0.38323627779441,0.498847801429735,0.289402562335797,0.308323010990982,0.970986460348163,0.90838058809781,0.940169965013991,0.935256505367456,0.79388392725493,0.938199838717459,0.92212702180843,0.920646270424596,0.029013539651837,0.09161941190219,0.059830034986009,0.064743494632544,0.20611607274507,0.061800161282541,0.07787297819157,0.079353729575404,-0.130197198493134,-0.130197198493134,0.268376989156846,"Europe","Germany"
"30","DJI",0.237608406171555,0.561929987094302,0.284308547635225,0.765022559419165,0.690158583321137,0.022482574410431,0.00191466508683868,0.0290606165673538,0.413181139434679,0.179805968295708,0.000406352931098878,0.000653456977897076,0.704014918204177,0.290082877171282,0.687311924021857,0.57791797468395,0.429837352149893,0.755105357029568,0.10541586073501,0.352082265056136,0.241605600489106,0.325612051682293,0.631247136319762,0.374174254068249,0.328979081852298,0.210875465925109,0.89458413926499,0.647917734943864,0.758394399510894,0.674387948317707,0.368752863680238,0.625825745931751,0.671020918147702,0.789124534074891,0.0844957235046769,0.0844957235046769,0.784742559646401,"Africa","Djibouti"
"31","DNK",0.171486240247445,0.262271405226043,0.971184413261567,0.018768438850949,0.14319106189588,0.0785727016826544,0.135002900298212,0.0605251588052222,0.247889699264526,0.0567365396553543,0.000984472127262978,0.000877194964894444,0.56821415042989,0,0.379207391034003,0.439329902416781,0.521253776343373,0.127161642347238,0.967117988394584,0.95350297518999,0.992944309062396,0.996251215970672,0.871827020289271,0.921612549711552,0.969273878649791,0.96910887745626,0.032882011605416,0.0464970248100099,0.00705569093760405,0.00374878402932799,0.128172979710729,0.078387450288448,0.030726121350209,0.03089112254374,-0.139252013521055,-0.139252013521055,0.24659893199473,"Europe","Denmark"
"32","DOM",0.201372896905855,0.471601898873063,0.470684596025344,0.391356422782666,0.468968794474141,0.00632452431722415,0.0000627559421730712,0.0083271671575796,0.369495941351759,0.149072077043538,0.00147543082152858,0.00301513572953596,0.675266133948009,0.209246049085629,0.58807416753468,0.451922614249246,0.420997266648212,0.672492090607749,0.579303675048356,0.484933824428878,0.233033989068544,0.446353322410675,0.668420775804812,0.518595876956585,0.451272450759749,0.591926531572902,0.420696324951644,0.515066175571122,0.766966010931456,0.553646677589325,0.331579224195188,0.481404123043415,0.548727549240251,0.408073468427098,-0.0163880132278193,-0.0163880132278193,0.542103502027516,"Americas","Dominican Republic"
"33","DZA",0.40798477808759,0.484552222570481,0.335977301582599,0.462098630300229,0.601370928814857,0.185023966078078,0.00108929996061646,0.243850070802895,0.532017758302421,0.254788804532034,0.00506544306573688,0.0115326762388644,0.721389317503791,0.516160873405539,0.500991454590904,0.504988255928053,0.363878435758381,0.485730569081839,0.582688588007737,0.349919259637007,0.262678592177077,0.435783895961561,0.486074338388082,0.245971497561233,0.36320195397436,0.305805279759727,0.417311411992263,0.650080740362993,0.737321407822923,0.564216104038439,0.513925661611918,0.754028502438767,0.63679804602564,0.694194720240273,-0.00982769332640272,-0.00982769332640272,0.557881960380808,"Africa","Algeria"
"34","ECU",0.294563214032185,0.597793733837809,0.439585743287429,0.384752843765672,0.567169162672728,0.0816293667995222,0.00354590023453285,0.106602071936549,0.448095691033751,0.270850489785593,0.00689581402497882,0.0564032811030509,0.840625639386273,0.405700634116891,0.647871176619869,0.632925497700829,0.416498590583016,0.627014451018934,0.627176015473888,0.449797107059409,0.282262731048896,0.479963538428062,0.644313462785251,0.33179487709673,0.39692381000838,0.563524222989135,0.372823984526112,0.550202892940591,0.717737268951104,0.520036461571938,0.355686537214749,0.66820512290327,0.60307618999162,0.436475777010865,0.0126148455769386,0.0126148455769386,0.611859307636699,"Americas","Ecuador"
"35","EGY",0.335719170679412,0.416814611650839,0.32809190889162,0.498067516847051,0.555288610913107,0.23921023099098,0.000524549134912961,0.315546841231775,0.358484235234112,0.228949194579432,0.00627221528746791,0.0259145411288857,0.723801599258164,0.408909945702258,0.429364494858234,0.38668157663122,0.269006757776996,0.541960697023431,0.519825918762089,0.349108092029458,0.275669734597855,0.40168479861783,0.404395663887457,0.337122990573472,0.447536657347977,0.228238707152158,0.480174081237911,0.650891907970542,0.724330265402145,0.59831520138217,0.595604336112543,0.662877009426528,0.552463342652023,0.771761292847842,-0.0419132677770557,-0.0419132677770557,0.480711805903775,"Africa","Egypt"
"36","ERI",0.139981000484666,0.40859326861392,0.0908918813446156,0.924752131891031,0.652231322489606,0.0134930831708784,0.000032231043592831,0.017798141666047,0.260938149450567,0.168489833773613,0.000493003388673791,0.000424553323090245,0.577393103480672,0.377761018177797,0.47799429608651,0.478593650109578,0.106233984680131,0.719378497826408,0.100096711798839,0.155921130202914,0.0844416782268161,0.125045474096043,0.527586137080769,0.0236979651289686,0.174755526684886,0,0.899903288201161,0.844078869797086,0.915558321773184,0.874954525903957,0.472413862919231,0.976302034871031,0.825244473315114,1,0.0334676982072633,0.0334676982072633,0.662013243987251,"Africa","Eritrea"
"37","ESP",0.272748847463116,0.332881521502595,0.753622252485558,0.138050599334559,0.307288905422006,0.0785689112229457,0.174896423704641,0.0477613834374511,0.415129536833009,0.0752056861990112,0.0170456078934461,0.0072006180721534,0.609622020902702,0,0.462338016391337,0.510162204420867,0.442478243241427,0.317259812062841,0.872823984526112,0.740687309448505,0.590525739593833,0.785794800062835,0.716838527827379,0.753492640048155,0.768439866336853,0.829032282821977,0.127176015473888,0.259312690551495,0.409474260406167,0.214205199937165,0.283161472172621,0.246507359951845,0.231560133663147,0.170967717178023,-0.0972424013469659,-0.0972424013469659,0.347637742005149,"Europe","Spain"
"38","EST",0.103993878501952,0.262392324342616,0.849079374808579,0.102014799363157,0.152628979512113,0.00753992155185515,0.00907610808609761,0.00704861737386789,0.207458276579452,0.0663599782735556,0.000433054260703925,0.00061632874051656,0.602265790041045,0,0.369757941007098,0.514798744389369,0.485438184146847,0.0668028585730422,0.862185686653772,0.840535335671124,0.824695416620439,0.831735315709433,0.79279934894051,0.895342794323406,0.831561016510879,0.86707812192208,0.137814313346228,0.159464664328876,0.175304583379561,0.168264684290567,0.20720065105949,0.104657205676594,0.168438983489121,0.13292187807792,-0.11864008795322,-0.11864008795322,0.296173406111916,"Europe","Estonia"
"39","FJI",0.148379114417575,0.63568081403215,0.575670674389507,0.339784310516182,0.497105476405832,0.0034287503513902,0.0045570167323881,0.00306790746251525,0.28487203803132,0.222390357936979,0.00404566875711803,0.00230356498878243,0.783897233065319,0.351997613802389,0.750846424838824,0.753911630948882,0.578498484951066,0.56966668773493,0.570599613152805,0.595214075163906,0.52954228627887,0.60605265966884,0.824178880267466,0.485876841711065,0.513437174812912,0.612196608244284,0.429400386847195,0.404785924836094,0.47045771372113,0.39394734033116,0.175821119732534,0.514123158288935,0.486562825187088,0.387803391755716,0.0192616233345478,0.0192616233345478,0.627845708850057,"Oceania","Fiji"
"40","FRA",0.277978449437327,0.273663330191222,0.827343532918964,0.103383419035164,0.259241883407683,0.120965249335522,0.158969611545675,0.108810669459063,0.381369930344936,0.0747030895137569,0.00721252814126981,0.00661528333849362,0.618304466514288,0,0.377632500600748,0.46251203297492,0.391974666006977,0.229807739024759,0.882011605415861,0.817266297534052,0.775012347000145,0.901586431764167,0.684781220331612,0.80582271326859,0.877901229319001,0.858493843520795,0.117988394584139,0.182733702465948,0.224987652999855,0.098413568235833,0.315218779668388,0.19417728673141,0.122098770680999,0.141506156479205,-0.11553692432408,-0.11553692432408,0.303636935150379,"Europe","France"
"41","GAB",0.261380937970521,0.566591296977847,0.343673871725531,0.499319512915917,0.589398811062382,0.0605193918749332,0.0102371072577198,0.0766007048929281,0.414404858086527,0.18355354092933,0.000934012111081037,0.00127947134555638,0.697966032180437,0.307922204952612,0.690271435952056,0.718032434442846,0.490068199038529,0.561244901321945,0.502417794970986,0.364338061740644,0.206355839626172,0.34662470261817,0.606274128087768,0.333204973567584,0.379261186551999,0.314307539992172,0.497582205029014,0.635661938259356,0.793644160373828,0.65337529738183,0.393725871912232,0.666795026432416,0.620738813448001,0.685692460007828,0.0111644986708138,0.0111644986708138,0.608371026790642,"Africa","Gabon"
